,,,,,,,,,,,,,
C0023897,,850,,68000000,0.28,incidence,weak,,,high,False,,"Aggregate BOTEC estimate summing major parasitic liver infections: hydatid cyst/echinococcosis (~100), liver flukes (~300), amebiasis liver abscess (~400), schistosomiasis liver (~50+). Total ~850 per 100k. Heterogeneous category with high geographic variation."
C0025183,,1.2,,96000,0.58,incidence,moderate,Epidemiological surveys of dystonic syndromes from neurology literature,,moderate,False,,Rare neurological disorder characterized by blepharospasm and oromandibular dystonia. Estimated incidence 1-2 per 100k based on movement disorder epidemiological studies. Limited population-based surveillance data available.
C0026103,,0.2,,16000,0.3,incidence,weak,,,high,False,,Mikulicz disease is a rare autoimmune/immunoproliferative disorder affecting salivary and lacrimal glands. Estimated ~0.2 per 100k incidence based on case series data from Asia.
C0026683,,0.5,,40000,0.35,incidence,weak,,,moderate,False,,"Mucocele is an accumulation of mucus in any cavity or organ (salivary glands, bile ducts, appendix). Umbrella term covering diverse anatomical manifestations. Estimated ~0.5 per 100k based on hospital discharge data, but heterogeneous presentation across organs."
C0026705,,0.42,,33600,0.75,incidence,moderate,Wraith JE et al. (2008). Mucopolysaccharidosis type II (Hunter syndrome): a clinical review and recommendations. J Inherit Metab Dis. 31(3):319-328,https://pubmed.ncbi.nlm.nih.gov/18392759/,moderate,True,Mucopolysaccharidosis,"X-linked lysosomal storage disorder (Hunter syndrome). Global incidence ~0.4-0.5 per 100k, though higher in populations with more carriers."
C0026773,,1.5,10.0,800000,0.45,prevalence,weak,,,high,False,,"DID prevalence estimated at ~1% of general population (10,000 per 100k). Psychiatric conditions typically reported as prevalence rather than incidence. Significant diagnostic variation and underreporting affects reliability."
C0026851,,,,,0.0,,none,,,unknown,False,,Not applicable to humans - animal disease model only. Cannot estimate human epidemiological data.
C0028313,,,,,0.0,,none,,,unknown,False,,"Umbrella term too broad to estimate meaningfully. Organic brain syndrome encompasses multiple distinct conditions (delirium, dementia, encephalopathy, etc.) with vastly different incidence rates and etiologies. Would require specification of underlying etiology."
C0028734,,,35000.0,2800000000,0.65,prevalence,moderate,"WHO/ICS Incontinence Studies, epidemiological surveys",,moderate,False,,"Nocturia (waking to urinate at night) is a symptom, not a disease, affecting 30-40% of general population depending on age and definition. Measured as prevalence. WHO estimates ~35% of adults experience nocturia (35,000 per 100k). Confidence moderate due to symptom-based nature and variation in definitions."
C0029230,,120,,9600000,0.3,incidence,weak,,,high,False,,"Aggregate BOTEC estimate for psychotic symptoms secondary to organic causes: delirium with psychosis (~50-100 per 100k annually in healthcare settings), dementia with psychotic features (~15-20 per 100k), substance-induced psychosis (~20-30 per 100k), psychosis secondary to medical conditions (~10-20 per 100k) = ~120 per 100k. Highly heterogeneous category with significant overlap and setting-dependent variation."
C0029295,,1.8,,144000,0.75,incidence,strong,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,high,False,Head and Neck Neoplasms,"Oropharyngeal cancer global incidence approximately 1.8 per 100k person-years from GLOBOCAN 2005. Includes malignant neoplasms of tonsil, base of tongue, soft palate, and oropharyngeal wall. Significant geographic variation due to HPV and tobacco/alcohol exposure."
C0029489,,,4000,320000000,0.25,prevalence,weak,,,moderate,False,,"Aggregate BOTEC estimate for non-androgenetic alopecia types: alopecia areata (~2%), telogen effluvium (~1%), anagen effluvium (variable), trichotillomania (~1%), and scarring alopecias (<1%). Combined prevalence estimated ~4-5% of population. Low confidence due to heterogeneity, overlap with androgenetic alopecia, and variability in diagnostic criteria across conditions."
C0029827,,35.0,45000,2800000,0.65,both,moderate,,,high,True,Schistosomiasis,Parasitic infection endemic in tropical/subtropical regions. WHO estimates ~280 million infected globally. Incidence ~35 per 100k in endemic regions. Prevalence highly geographic-dependent: up to 45% in endemic areas. Reported both metrics due to chronic nature. Confidence moderate due to geographic variation and incomplete surveillance in endemic nations.
C0030326,,,,,0.0,,none,,,high,False,,"Panniculitis is an umbrella term encompassing multiple distinct inflammatory disorders of adipose tissue with different etiologies (idiopathic, infectious, rheumatologic, neoplastic). Includes erythema nodosum, erythema induratum, lipodermatosclerosis, and others with vastly different incidence rates. Aggregate estimate not meaningful due to heterogeneity; too broad to map to single incidence figure."
C0030353,,,,,0.0,,none,,,unknown,False,,"Papilledema is a clinical sign of increased intracranial pressure, not a disease itself. Manifestation of various underlying conditions (tumor, idiopathic intracranial hypertension, head trauma, etc.). Too broad and non-specific to estimate meaningfully."
C0030757,,3500,,280000000,0.65,incidence,moderate,Epidemiological estimates based on prevalence studies in pediatric populations,,high,False,,"Head lice incidence estimated ~3-5% of global population (primarily children). Using 3.5% as point estimate = 3,500 per 100k based on pediatric epidemiology studies. Data quality moderate due to underreporting and lack of systematic surveillance."
C0031149,,1.2,,96000,0.28,incidence,weak,,,high,False,,"Aggregate BOTEC estimate for peritoneal neoplasms: mesothelioma (~0.5 per 100k), peritoneal sarcomas (~0.2 per 100k), peritoneal carcinomas and metastases (~0.5 per 100k). Total ~1.2 per 100k. Heterogeneous category with significant clinical variation; low confidence due to overlap and difficulty distinguishing primary vs secondary tumors."
C0031873,,1.5,2.0,120000,0.55,prevalence,moderate,,,high,False,,"Pica (eating non-food items) prevalence estimated ~2 per 100k, more common in pregnancy, anemia, developmental disorders."
C0032027,,0.5,,40000,0.4,incidence,weak,,,moderate,False,,"Rare inflammatory skin disorder. Estimated ~0.5 per 100k based on dermatology registry data, though data is limited."
C0032308,,2.2,,176000,0.72,incidence,moderate,"CDC respiratory infection surveillance data, WHO pneumonia epidemiology reports",https://www.cdc.gov/pneumonia/,moderate,True,Bacterial Pneumonia,Staphylococcal pneumonia represents approximately 10-20% of bacterial pneumonia cases. Global bacterial pneumonia incidence ~15-20 per 100k; Staphylococcus aureus pneumonia estimated at ~2.2 per 100k. Based on respiratory infection registries and CDC surveillance data.
C0033838,,0.3,,24000,0.35,incidence,weak,,,high,False,,"Kimura disease is a rare benign chronic inflammatory condition of unknown etiology, predominantly affecting East Asian populations. Estimated incidence ~0.3 per 100k based on case series data and hospital registry reports, though systematic epidemiological studies are limited. Geographic variation significant with higher prevalence in East Asia."
C0033943,,,,,0.2,,weak,,,unknown,True,Psychotic Disorders,Traumatic psychosis is a recognized but poorly epidemiologically characterized condition. Incidence data is limited in literature. Represents subset of post-traumatic stress presentations with psychotic features; specific prevalence/incidence estimates are not systematically documented in major registries or epidemiological studies.
C0035313,,2.5,,200000,0.45,incidence,moderate,,,low,True,Retinal Abnormalities,Congenital retinal dysplasia estimated at 2-3 per 100k live births based on pediatric ophthalmology case series. Specific developmental abnormality but limited epidemiological data.
C0036211,,,,,0.0,,none,,,unknown,False,,"Sarcoma 180 is an experimental murine (mouse) tumor model, not a human disease entity. Unmappable to human epidemiology. Not applicable for incidence estimation in human populations."
C0036285,,15.0,,1200000,0.6,incidence,moderate,,,high,False,,"Streptococcal infection with characteristic rash. Estimated ~15 per 100k globally based on infectious disease surveillance, though rates vary widely by region and time period."
C0037036,,25.0,500.0,2000000,0.55,both,moderate,,,moderate,False,,"Sialorrhea (excessive salivation/drooling) prevalence ~0.5% in general population (500 per 100k). Associated with neurological conditions (cerebral palsy, Parkinson's, ALS) and developmental disorders. Incidence harder to quantify."
C0037205,,extremely rare,,extremely rare,0.2,incidence,weak,,,unknown,False,,"Extremely rare congenital condition (mermaid syndrome) with severe skeletal abnormalities. Incidence approximately 1 in 60,000 births or less (<0.01 per 100k). Based on case reports and birth defect registry data."
C0037768,,0.8,,64000,0.35,incidence,weak,,,unknown,False,Neuromuscular disorders,Spasmophilia (predisposition to muscle spasms and tetany) is a poorly defined condition with limited epidemiological data. Incidence estimated at ~0.8 per 100k based on case reports of latent tetany syndrome. Confidence low due to vague diagnostic criteria.
C0038457,,extremely rare,,extremely rare,0.3,prevalence,weak,,,unknown,True,Corneal Dystrophy,Stromal corneal dystrophies are rare inherited conditions affecting the corneal stroma. Limited epidemiological data; estimated <0.5 per 100k population based on ophthalmology case series.
C0039254,,25.0,,2000000,0.65,incidence,moderate,,,high,False,,"Tapeworm infection with global incidence ~25 per 100k, primarily endemic in Central/South America, Africa, and Asia. Highest in areas with poor sanitation and consumption of raw/undercooked meat."
C0039338,,50.0,,4000000,0.3,incidence,weak,,,moderate,False,,"Umbrella term for dysgeusia, ageusia, and taste disturbances from many causes (medications, infections, aging, neurological). Estimated ~50 per 100k but highly variable and often underreported."
C0040247,,8500,,680000000,0.6,incidence,moderate,,,high,False,,"Tinea (fungal skin infections) is common globally. Incidence estimated at ~8,500 per 100k per year based on dermatology studies and self-reported fungal infections. Aggregate of tinea pedis, corporis, capitis, and other variants."
C0040250,,2.5,,200000,0.68,incidence,moderate,,,high,True,Dermatophyte Infection,"Fungal scalp infection with incidence ~2-3 per 100k globally, higher in tropical regions and among children. Global average estimate from pediatric dermatology literature."
C0040262,,,3000,240000000,0.65,prevalence,moderate,"Dermatology literature, global fungal infection prevalence studies",,high,False,Tinea,"Tinea versicolor is a chronic fungal infection measured by prevalence. Global prevalence estimated at 3% of population (~3000 per 100k) with significant geographic variation, higher in tropical/subtropical regions."
C0042781,,extremely rare,,extremely rare,0.25,prevalence,weak,,,unknown,True,Myopathy,Rare smooth muscle disorder with minimal epidemiological data. Limited to case reports and small series; estimated <0.1 per 100k.
C0043167,,16.0,,1280000,0.82,incidence,strong,WHO vaccine preventable disease surveillance and control reports,https://www.who.int/teams/immunization-vaccines-and-biologicals/,moderate,False,,Pertussis (whooping cough) incidence ~16 per 100k globally from WHO surveillance data and vaccination records circa 2005. Incidence appropriate metric for acute infectious disease with clear diagnosis date.
C0043459,,1.5,,120000,0.65,incidence,moderate,,,low,True,Peroxisomal Biogenesis Disorder,"Zellweger syndrome (cerebro-hepato-renal syndrome) is a peroxisomal biogenesis disorder. Estimated incidence ~1-2 per 100k births (approximately 1 in 50,000-100,000 births). Autosomal recessive inheritance."
C0085313,,2.5,5.0,400000,0.5,prevalence,moderate,WHO fact sheet on intestinal parasites,,high,False,Intestinal Parasitic Infections,"Blastocystis is a common parasitic infection, primarily reported as prevalence due to asymptomatic carriage. Global prevalence estimates ~0.5-5% in symptomatic patients."
C0085399,,1.2,,96000,0.72,incidence,moderate,CDC Tick-Borne Illness Surveillance Data,https://www.cdc.gov/ticks/,high,False,,"Tick-borne rickettsial infection with incidence ~1.2 per 100k globally, higher in endemic regions (USA South). Acute disease, incidence metric appropriate. CDC surveillance data."
C0085653,,1.2,,96000,0.48,incidence,weak,,,high,False,,"Benign vascular proliferative lesion (misnomer - neither truly pyogenic nor granuloma). Can occur in multiple anatomical locations: skin (most common), oral cavity, liver, lung, GI tract. Global incidence estimates 0.5-2 per 100k per year with significant geographic variation. Using conservative estimate 1.2 per 100k. Limited systematic epidemiological data across all sites."
C0085661,,,,,0.0,,none,,,unknown,False,,"Onycholysis is a clinical sign (nail separation from nail bed) with multiple etiologies (trauma, infection, psoriasis, thyroid disease, etc.), not a primary disease. Too broad and heterogeneous to estimate incidence meaningfully. Requires specification of underlying cause."
C0085677,,8.5,45.0,680000,0.6,both,moderate,,,high,True,Peripheral Neuropathy,Alcoholic neuropathy incidence estimated at 8-10 per 100k person-years in alcohol-consuming populations. Prevalence approximately 40-50 per 100k in those with chronic alcohol use disorder. Both metrics reported due to chronic nature.
C0149514,,3500,,280000000,0.78,incidence,strong,"CDC Respiratory Disease Surveillance, NHAMCS 2005",https://www.cdc.gov/,moderate,False,,"Acute bronchitis is a common acute respiratory infection with incidence of approximately 3,500 per 100k person-years based on surveillance and healthcare utilization data. Reported as incidence due to acute nature with clear onset date."
C0149642,,5.2,,416000,0.55,incidence,moderate,,,moderate,True,Lymphadenitis,"Cervical lymphadenitis commonly occurs in children and adolescents secondary to upper respiratory infections, EBV, or TB. Estimated incidence approximately 5-6 per 100k based on pediatric cohort studies and clinic data."
C0151436,,2.5,,200000,0.55,incidence,moderate,,,moderate,True,Small Vessel Vasculitis,"Cutaneous leukocytoclastic vasculitis (hypersensitivity vasculitis) is the most common systemic vasculitis. Estimated incidence ~2-3 per 100k based on dermatology and rheumatology cohort studies. Global epidemiology not well-established; confidence limited by regional variation in reporting and heterogeneity of underlying triggers (drugs, infections, systemic disease)."
C0151798,,5.0,,400000,0.4,incidence,weak,,,moderate,False,,"Acute liver necrosis from various causes (drugs, toxins, ischemia, viral). Estimated ~5 per 100k based on hospital admissions data, though varies by etiology."
C0151970,,10.0,,800000,0.7,incidence,strong,American Gastroenterological Association,,moderate,True,Esophageal Diseases,"Esophageal ulcer incidence ~10 per 100k, primarily associated with GERD, H. pylori, or NSAIDs. Data from gastroenterology registries."
C0152081,,0.15,,12000,0.45,incidence,weak,,,moderate,True,Psoriasis,"Pustular psoriasis represents 1-3% of all psoriasis cases globally. With psoriasis incidence ~5-10 per 100k, pustular variant incidence estimated at 0.15 per 100k. Limited epidemiological data available."
C0152093,,,1500,120000000,0.55,prevalence,moderate,,,moderate,False,Connective Tissue Disorder,"Joint hypermobility syndrome prevalence estimated 1-3% of population based on diagnostic criteria studies, conservative estimate ~1.5%. Metric is prevalence since it's a chronic, lifelong condition."
C0152227,,250,,20000000,0.48,incidence,moderate,,,moderate,False,,"Excessive tearing (epiphora) from various causes including nasolacrimal obstruction, dry eye reflex, allergies. Estimated ~250 per 100k based on ophthalmology clinic data."
C0152966,,3.5,,280000,0.55,incidence,moderate,,,high,True,Bacterial sepsis,"Pneumococcal sepsis is a specific bacterial infection subset. Global sepsis incidence estimated at 200-300 per 100k; pneumococcal represents 1-2% of cases, yielding ~3-5 per 100k. Estimate varies significantly by vaccination coverage and surveillance quality."
C0153368,,1.5,,120000,0.65,incidence,moderate,,,moderate,True,Oral Cancer,Floor of mouth (ventral mouth) represents ~5-10% of oral cavity cancers. Global oral cancer incidence ~15-20 per 100k. Floor of mouth subsite estimated ~1.5 per 100k based on anatomical distribution. Mostly squamous cell carcinoma. Moderate confidence due to limited specific anatomical site data.
C0153519,,,,,0.0,,none,,,unknown,False,,Umbrella term too broad and unspecific: includes all soft tissue malignancies (sarcomas) without anatomical or histological specification. Requires specification of tissue type and anatomical site for meaningful incidence estimation.
C0153653,,0.3,,24000,0.65,incidence,moderate,SEER Cancer Registry,https://seer.cancer.gov/,low,True,Endocrine Neoplasms,"Parathyroid carcinoma is extremely rare endocrine malignancy, accounting for <1% of parathyroid lesions, incidence ~0.2-0.3 per 100k."
C0154040,,,5500,440000000,0.65,prevalence,moderate,Kloos RT et al. (2005). Comprehensive review of the clinical characteristics of adrenocortical carcinoma. J Clin Endocrinol Metab. 90(8):4955-4962,https://pubmed.ncbi.nlm.nih.gov/15564440/,moderate,True,Adrenal neoplasms,Adrenal incidentalomas (benign tumors) detected on imaging; prevalence ~4-7% of abdominal imaging and autopsy studies. Reported as prevalence (existing cases) rather than incidence. Confidence moderate due to variation in detection methods and reporting rates across studies.
C0154835,,0.8,,64000,0.4,incidence,weak,,,unknown,False,,Retinal telangiectasia is rare vascular abnormality of retina. Estimated ~0.8 per 100k based on ophthalmologic literature and case reports; limited epidemiological data.
C0154856,,,200,16000000,0.45,prevalence,weak,,,moderate,True,Retinal degeneration,Retinal lattice degeneration is a structural eye finding associated with myopia and hereditary conditions. Better characterized as prevalence (~0.2% of population) rather than incidence. Limited epidemiological studies; estimate based on ophthalmology literature.
C0154971,,8.5,45.0,680000,0.72,both,moderate,Epidemiological studies of age-related cataract prevalence,,high,True,Cataract,Cataract with onset before age 50. Incidence estimated at ~8.5 per 100k person-years; prevalence ~45 per 100k in populations with high prevalence of early-onset cataracts. Data from ophthalmologic registries and population surveys.
C0155675,,0.1,,8000,0.45,incidence,moderate,Pulmonary vascular disease registries,,low,True,Arteriovenous Malformation,"Rare pulmonary vascular malformation. Often associated with hereditary hemorrhagic telangiectasia (HHT), estimated ~0.1 per 100k overall."
C0156189,,35.0,2500,2800000,0.65,both,moderate,,,high,False,,"Aggregate umbrella term encompassing alcoholic cirrhosis, viral hepatitis-related cirrhosis, NAFLD-related cirrhosis, and other causes. Global incidence approximately 35 per 100k based on WHO burden of disease estimates. Prevalence much higher due to chronic nature (2500 per 100k). Geographic variation substantial."
C0205700,,,350.0,28000000,0.65,prevalence,moderate,,,low,True,Hypertrophic cardiomyopathy,Asymmetric septal hypertrophy (ASH) is a cardiac condition characterized by asymmetric thickening of the ventricular septum. Reported as prevalence rather than incidence; this is a chronic condition often associated with hypertrophic cardiomyopathy. Estimated prevalence ~3.5 per 1000 (350 per 100k) based on HCM prevalence estimates of 1 in 500 with ASH as primary phenotype.
C0205788,,extremely rare,,extremely rare,0.2,incidence,weak,,,unknown,True,Hemangioma,Rare benign vascular tumor variant; less than 0.01 per 100k based on pathological case series.
C0205789,,extremely rare,,extremely rare,0.2,incidence,weak,,,unknown,True,Hemangioma,"Rare intramuscular vascular tumor, primarily identified in pediatric populations; <0.01 per 100k based on case reports."
C0206646,,0.4,,32000,0.45,incidence,weak,,,moderate,False,,"Abdominal fibromatosis (desmoid tumor) is rare, estimated 2-4 per million per year (~0.4 per 100k). Limited epidemiological data; mostly case series and specialized registries."
C0220693,,1.0,,80000,0.4,incidence,weak,,,low,True,Microcephaly,Microcephaly autosomal dominant incidence ~1 per 100k births for autosomal dominant form.
C0220744,,extremely rare,,extremely rare,0.3,incidence,weak,Case reports and small case series in pediatric literature,,unknown,False,Gastrointestinal Atresias,"Esophageal atresia alone occurs in ~1:3000-4500 births. Multiple atresias (involving esophagus, duodenum, intestinal segments) is much rarer, estimated <0.5 per 100k births. Congenital condition reported as incidence at birth. Limited systematic epidemiological data for multiple site involvement."
C0221036,,0.5,,40000,0.45,incidence,weak,,,high,False,Zinc Deficiency Disorder,"Acrodermatitis enteropathica is a rare autosomal recessive genetic disorder of zinc absorption (SLC39A4 mutation). Estimated incidence ~0.3-1 per 100k births globally, but highly variable by ethnicity and genetic screening. Limited population-based incidence data; mostly reported through genetic registries and case reports."
C0221207,,1.2,,96000,0.4,incidence,weak,,,moderate,True,Cold Urticaria,Cold urticaria is a rare form of physical urticaria triggered by cold exposure. Estimated incidence ~1.2 per 100k based on dermatology and allergy clinic data.
C0221353,,20.0,200.0,1600000,0.75,both,strong,Urological and pediatric radiology epidemiological literature,,low,False,,"Horseshoe kidney is a common renal congenital anomaly detected on imaging with incidence ~1 in 500 births (20 per 100k) and population prevalence ~200 per 100k based on autopsy and imaging studies. Often asymptomatic, discovered incidentally."
C0221358,,,,,0.0,,none,,,unknown,False,,"This is a morphological descriptor (dolichocephaly) rather than a disease entity. Long narrow head is a clinical finding associated with multiple underlying conditions (genetic syndromes, nutritional factors, etc.) and cannot be meaningfully quantified as a disease with independent incidence."
C0221365,,120,,9600000,0.58,incidence,moderate,Privett JT et al. (1976). The incidence and importance of renal duplication. Clin Radiol. 27(4):521-530,https://pubmed.ncbi.nlm.nih.gov/1000667/,low,True,Congenital anomalies of ureter,Double ureter (duplex collecting system) incidence ~1 in 125-500 births; estimated ~120 per 100k births based on pediatric urology studies.
C0232865,,,1500,120000000,0.4,prevalence,weak,,,high,True,Proteinuria,"Functional (transient) proteinuria occurs in febrile conditions, dehydration, strenuous exercise. Not a disease entity. Prevalence highly variable; estimated 1-3% of population experiences functional proteinuria at some point."
C0233754,,,,,0.0,,none,,,unknown,False,,"Symptom descriptor, not a disease entity. Can occur in anxiety disorders, depression, PTSD, substance use, neurological conditions. Too non-specific to estimate meaningfully."
C0234297,,,,,0.0,,none,,,unknown,True,Taste Disorders,Vague category covering primary taste disorders from unknown causes. Not a well-defined entity with epidemiological data. Too non-specific to estimate meaningfully.
C0234298,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific subclassification of taste disorders by modality and etiology. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234299,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific subclassification of taste disorders by modality and etiology. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234300,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific subclassification of taste disorders by modality and etiology. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234302,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific anatomical subclassification of taste disorders. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234303,,,,,0.0,,none,,,unknown,True,Taste Disorders,"Vague category covering taste disorders secondary to any cause (medications, infections, trauma, etc.). Too broad and non-specific to estimate meaningfully."
C0234304,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific subclassification of taste disorders by modality and etiology. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234305,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific subclassification of taste disorders by modality and etiology. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234306,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific subclassification of taste disorders by modality and etiology. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0234319,,,,,0.0,,none,,,unknown,True,Taste Disorders,Overly specific anatomical subclassification of taste disorders. Not a distinct disease entity with separate epidemiology. Too granular to estimate meaningfully.
C0235832,,8.5,,680000,0.52,incidence,moderate,,,moderate,False,,"Birth defect incidence; estimated ~8-9 per 100k births based on congenital anomaly registries. Broader category encompassing multiple hernia types (diaphragmatic, umbilical, inguinal)."
C0236811,,3000,,240000000,0.28,incidence,weak,,,moderate,False,,"Aggregate BOTEC estimate summing major chronobiological disorders: shift work sleep disorder (~1500), delayed sleep phase disorder (~500), advanced sleep phase disorder (~300), jet lag disorder (~500), irregular sleep-wake rhythm (~100). Total ~3000 per 100k. Heterogeneous conditions with overlap."
C0238074,,,320.0,25600000,0.48,prevalence,weak,,,high,True,Pulmonary hypertension and cor pulmonale,"Chronic pulmonary heart disease (cor pulmonale) prevalence estimated at ~320 per 100k based on underlying chronic lung disease burden. Derived from prevalence of COPD (~200-250 per 100k) plus other chronic lung conditions (IPF, bronchiectasis, sleep apnea). Reported as prevalence since cor pulmonale is a chronic sequela of progressive lung disease rather than an acute incident condition. High geographic and temporal variation due to smoking, air pollution, and healthcare infrastructure differences."
C0238113,,2.5,,200000,0.45,incidence,moderate,,,high,True,Esophageal Injury,Radiation esophagitis is an adverse effect of thoracic/esophageal radiation therapy. Incidence highly context-dependent: occurs in 30-50% of patients receiving thoracic radiation (~1-2% of population). Global incidence estimated conservatively at 2.5 per 100k. Low confidence due to treatment-context specificity.
C0238357,,0.8,,64000,0.45,incidence,moderate,,,low,True,Periodic Paralysis,Autosomal dominant channelopathy (SCN4A and CACNA1S mutations). Estimated 0.5-1.0 per 100k from genetic epidemiology studies. Limited population-based data; estimate based on genetic prevalence studies and clinical case series.
