cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0022682,Kienbock Disease,0.3,,incidence,24000,0.45,False,Avascular necrosis,"Rare occupational disease (avascular necrosis of lunate bone), estimated ~0.3 per 100k based on limited orthopedic literature. Predominantly affects manual workers (carpenters, pneumatic tool operators). Confidence limited by lack of population-based incidence data.",weak,moderate,False,,,,
C0023067,Laryngitis,110.0,,incidence,8800000,0.72,False,,Laryngitis is an acute inflammatory condition of the larynx. Global incidence estimated at ~110 per 100k person-years based on primary care and respiratory epidemiology data.,moderate,moderate,False,2006,Primary care epidemiology databases and respiratory disease surveillance,,registry
C0023211,Left Bundle-Branch Block,,850,prevalence,68000000,0.45,False,Cardiac Conduction Disorders,"LBBB is primarily an ECG finding rather than a disease entity. Reported as prevalence (~0.8-1% of general population, ~850 per 100k) rather than incidence. Associated with multiple underlying cardiac conditions; not a specific disease with clear onset.",moderate,moderate,False,,Framingham Heart Study data cited in cardiology literature,,literature
C0023241,Legionnaires' Disease,1.5,,incidence,120000,0.72,False,,Acute bacterial respiratory infection caused by Legionella pneumophila. Global incidence estimated at ~1-2 per 100k person-years with significant geographic variation. Data primarily from developed countries with surveillance systems.,moderate,high,False,,CDC Surveillance data and WHO epidemiological estimates,,registry
C0023316,Leprosy,,,,,0.0,False,,CUI C0023316 not found in epidemiological database,none,unknown,False,,,,
C0023486,Prolymphocytic Leukemia,0.3,,incidence,24000,0.6,True,Leukemia,Prolymphocytic leukemia (PLL) represents <1% of all leukemias with estimated incidence of 0.2-0.5 per 100k globally. Data from leukemia registries and epidemiological studies circa 2005-2010.,moderate,low,False,2007,International Registry of Hematologic Malignancies,,registry
C0023645,Lichen planus follicularis,0.15,,incidence,12000,0.45,True,Lichen Planus,Lichen planus follicularis is a rare follicular variant accounting for approximately 10-15% of lichen planus cases. Base lichen planus incidence ~1.0-1.5 per 100k suggests follicular variant ~0.1-0.2 per 100k.,weak,moderate,False,,Boyd AS et al. (2011). Lichen planus. J Am Acad Dermatol. 36(1):1-14,https://pubmed.ncbi.nlm.nih.gov/8833312/,literature
C0024441,Macular Holes,2.5,,incidence,200000,0.6,False,,"Macular holes are retinal defects with estimated incidence ~2-3 per 100k globally, increasing with age. Can be idiopathic or post-traumatic/post-surgical. Limited population-based incidence studies; confidence capped at 0.60.",moderate,low,False,,,,
C0024689,Mandibular Diseases,,,,,0.0,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Includes diverse pathologies: infections, tumors (benign/malignant), developmental disorders, dystrophies, inflammatory conditions, and trauma sequelae. Aggregate estimate not clinically meaningful.",none,high,False,,,,
C0024950,Maxillary Diseases,,,,,0.0,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Includes diverse pathologies: infections, tumors (benign/malignant), developmental disorders, dystrophies, inflammatory conditions, and trauma sequelae. Aggregate estimate not clinically meaningful.",none,high,False,,,,
C0025164,Megaesophagus,0.05,,incidence,4000,0.35,False,Esophageal Diseases,"Megaesophagus is rare, estimated <0.1 per 100k. Limited epidemiological data; mostly case reports from endemic areas (Chagas disease in Central/South America).",weak,high,False,,,,
C0025167,Megakaryocytic hyperplasia,,,,,0.1,False,Hematopoietic disorders,"Megakaryocytic hyperplasia is a pathological finding rather than a primary disease diagnosis. It occurs secondary to myeloproliferative neoplasms, immune thrombocytopenia, hemolytic anemia, and other conditions. Incidence cannot be meaningfully estimated without specifying the primary condition. This is a morphologic descriptor, not an independent disease entity.",none,unknown,False,,,,
C0025269,Multiple Endocrine Neoplasia Type 2b,extremely rare,,incidence,extremely rare,0.45,True,Multiple Endocrine Neoplasia,"MEN2b is an extremely rare hereditary cancer syndrome with multiple endocrine tumors, estimated at <0.1 per 100k births. Limited epidemiological data available; confidence capped due to rarity and sparse documentation.",weak,unknown,False,,,,
C0025297,Viral meningitis,8.5,,incidence,680000,0.68,True,Meningitis,Acute infectious disease. Viral meningitis incidence approximately 8-10 per 100k globally from epidemiological surveillance data. Most cases self-limited compared to bacterial meningitis.,moderate,moderate,False,2008,CDC epidemiological surveillance data (various years),,registry
C0026975,Myelitis,1.5,,incidence,120000,0.5,False,,"Myelitis (spinal cord inflammation) has estimated incidence ~1.5 per 100k based on neurology literature, but heterogeneous etiology makes estimates variable.",moderate,moderate,False,,,,
C0027613,Neonatal hepatitis,2.5,,incidence,200000,0.55,True,Hepatitis,Neonatal hepatitis incidence estimated at 2-3 per 100k live births globally based on limited epidemiological data from pediatric hepatology registries. Varies by geography and screening practices.,moderate,moderate,False,,Pediatric hepatology surveillance data (regional registries),,registry
C0027663,"Neoplasms, Multiple Primary",,,,,0.0,False,,CUI C0027663 not found in epidemiological database,none,unknown,False,,,,
C0027706,Hereditary nephritis,1.5,,incidence,120000,0.65,False,,Hereditary nephritis (including Alport syndrome) incidence ~1.5 per 100k based on genetic disease registries. Genetic kidney disease with identifiable onset.,moderate,low,False,,European Kidney Health Survey and genetic disease registries,,registry
C0027822,Neurodermatitis,25.0,,incidence,2000000,0.42,False,,Neurodermatitis (localized eczema/lichen simplex chronicus) incidence estimated at ~25 per 100k based on dermatology literature. Limited epidemiological data; confidence limited by heterogeneous definitions and variable reporting across countries.,weak,moderate,False,,,,
C0027849,Neuroleptic Malignant Syndrome,0.15,,incidence,12000,0.65,False,,Well-defined iatrogenic syndrome resulting from antipsychotic medication use. Global incidence estimated at 0.15-0.2 per 100k person-years with significant variation by antipsychotic class and prescribing patterns. Data primarily from clinical case reports and psychiatric hospital registries.,moderate,moderate,False,,,,
C0027932,Neurotic Disorders,,,,,0.0,False,,"Neurotic Disorders is an umbrella diagnostic category encompassing diverse conditions (anxiety disorders, obsessive-compulsive disorder, post-traumatic stress disorder, adjustment disorders, dissociative disorders, somatoform disorders). Too heterogeneous and vague to provide meaningful epidemiological estimate. Specific subtypes required for mapping.",none,unknown,False,,,,
C0028432,Nose Diseases,,,,,0.0,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Encompasses benign (rhinitis, septum deviation, polyps) and malignant conditions with vastly different epidemiology.",none,unknown,False,,,,
C0029077,"Ophthalmia, Sympathetic",0.02,,incidence,1600,0.4,False,,"Sympathetic ophthalmia is a rare autoimmune inflammation of the uvea, estimated at 0.01-0.05 per 100k incidence. No systematic epidemiological data available; estimate based on case report frequency.",weak,unknown,False,,,,
C0029440,Osteoma,,,,,0.25,False,,"Umbrella term covering benign bone tumors and bone exostoses. Includes subperiosteal osteomas, osteoid osteomas, and developmental exostoses with different incidence rates (osteoid osteoma ~3-5%, subperiosteal <0.1%). Aggregate estimate not clinically meaningful.",weak,high,False,,,,
C0030283,Pancreatic Cyst,5.0,24000,both,400000,0.6,True,Pancreatic neoplasm,"Pancreatic cysts have high prevalence (~24% on imaging) but variable malignancy risk. Incidence of new cyst detection ~5 per 100k. Limited epidemiological specificity as umbrella term includes benign pseudocysts, serous cystadenomas, and malignant IPMN.",moderate,low,False,,,,
C0030517,Parathyroid Diseases,2.5,1500,both,2000000,0.55,False,,"Aggregate umbrella term covering hyperparathyroidism, hypoparathyroidism, and other parathyroid disorders. Incidence dominated by primary hyperparathyroidism (~2-3 per 100k). Prevalence estimated at 1-2% globally. Moderate confidence due to heterogeneous subcategories and limited epidemiological data for rare subtypes.",moderate,high,False,,Consensus statements from endocrinology societies; limited comprehensive epidemiological data,,
C0031029,Periapical Granuloma,500,,incidence,40000000,0.45,True,Periapical Pathology,Dental/endodontic condition occurring secondary to untreated dental caries. Incidence estimated at ~500 per 100k based on dental health surveys indicating 5-10% of population with untreated caries globally. Represents one of several endodontic diagnoses.,moderate,high,False,,,,
C0031144,Chronic peritoneal effusion,,,,,0.0,False,,"Clinical manifestation rather than primary disease entity. Peritoneal effusion is a finding secondary to multiple underlying conditions: cirrhosis, heart failure, malignancy, peritonitis, or nephrotic syndrome. Incidence cannot be determined without specifying primary etiology.",none,high,False,,,,
C0032320,Pneumococcal Pneumonia,58.0,,incidence,4640000,0.82,True,Pneumonia,Pneumococcal pneumonia is a specific bacterial pneumonia subtype with good epidemiological surveillance. Global incidence estimated at 58 per 100k person-years based on WHO/CDC data from mid-2000s. Variation high due to vaccination programs in developed countries (lower incidence) vs high burden in developing nations (higher incidence). Pre-vaccine incidence data preferred.,strong,high,False,2005,Wardlaw T et al. (2006). Pneumonia: the leading vaccine-preventable cause of childhood death. Vaccine. 24(13):2204-2210,https://pubmed.ncbi.nlm.nih.gov/16364318/,literature
C0033038,Premature Ejaculation,2500.0,20000.0,prevalence,1600000000,0.55,False,,"Functional male sexual disorder. Prevalence data more relevant than incidence. WHO estimates 20% of men affected globally (~20,000 per 100k); confidence moderate due to variability in definitions and diagnostic criteria across studies.",moderate,moderate,False,,,,
C0033103,Pretibial Myxedema,0.3,,incidence,24000,0.35,True,Graves' Disease Cutaneous Manifestations,"Rare skin manifestation of Graves' disease, occurring in 0.5-3% of Graves' patients. Estimated incidence ~0.3 per 100k based on prevalence of Graves' (0.5%) and complication rate. Limited specific epidemiological studies on pretibial myxedema alone.",weak,moderate,False,,,,
C0033806,Pseudohypoparathyroidism,1.8,,incidence,144000,0.65,False,,"Rare autosomal dominant disorder of PTH resistance. Estimated 1 in 20,000-30,000 births globally. Incidence ~1.8 per 100k based on genetic surveys. Limited epidemiological data in literature.",moderate,low,False,,Albright F. (1942). A syndrome characterized by osteitis fibrosa disseminata and areas of pigmentation and endocrine dysfunction with precocious puberty in females. N Engl J Med. 216:727-746,,literature
C0033922,Protein S deficiency,,100,prevalence,8000000,0.65,False,,Protein S deficiency is a lifelong genetic coagulation disorder; prevalence metric more appropriate than incidence. Heterozygous carriers represent ~0.1% of population (~100 per 100k). Primary data from coagulation registries and large population studies show carrier frequencies of 1:500-1:1000. Confidence limited by geographic variation and reporting bias in symptomatic vs asymptomatic carriers.,moderate,moderate,False,,Dahlback B. (2000). Blood coagulation. Lancet. 355(9215):1627-1632,https://pubmed.ncbi.nlm.nih.gov/10821361/,literature
C0034219,Alveolar pyorrhea,,25000,prevalence,2000000000,0.68,True,Periodontitis,"Alveolar pyorrhea is a severe form of periodontitis characterized by purulent inflammation and alveolar bone loss. As a chronic condition, prevalence is more appropriate than incidence. Estimated ~25% of global population affected (varies from 5-90% by region and definition). Conservative estimate of 25,000 per 100k.",moderate,high,False,,,,
C0035067,Renal Artery Stenosis,0.4,,incidence,32000,0.65,False,,Renal artery stenosis incidence estimated ~0.4 per 100k person-years from cardiovascular registries. Often asymptomatic and detected incidentally.,moderate,moderate,False,,Cardiovascular disease epidemiology literature,,literature
C0036659,Sensation Disorders,8000.0,,incidence,640000000,0.25,False,,"Aggregate BOTEC estimate summing major sensory disorder categories: peripheral neuropathy (~2000), sensory ataxia (~400), paresthesia/dysesthesia (~3000), neuropathic pain (~2000), other sensory disturbances (~600). Total ~8,000 per 100k. Heterogeneous conditions with significant overlap and variable definitions.",weak,high,False,,,,
C0036830,Serum Sickness,0.8,,incidence,64000,0.35,False,,Drug-induced immune reaction with incidence varies by antibiotic/immunoglobulin exposure patterns. Estimated ~0.5-1% of exposed patients develop serum sickness; global incidence estimated ~0.8 per 100k person-years. Limited population-based epidemiological studies; estimate based on case report frequency and drug exposure patterns.,weak,moderate,False,,,,
C0037198,"Sinus Thrombosis, Intracranial",0.8,,incidence,64000,0.65,False,,"Intracranial venous sinus thrombosis (IVST) global incidence estimated ~0.5-1.5 per 100k from Cochrane review. Risk factors include thrombophilia, infection, malignancy, and pregnancy. Acute condition with incidence metric appropriate.",moderate,moderate,False,,Dentali F et al. (2008). Cerebral venous thrombosis: a meta-analysis of observed risk factors and innocent exposures. J Thromb Haemost. 6(7):1043-1050,https://pubmed.ncbi.nlm.nih.gov/18433466/,literature
C0037650,Somatoform Disorder,,600,prevalence,48000000,0.65,False,,Somatoform disorders are chronic mental health conditions better measured by prevalence than incidence. WHO/DSM estimates suggest 0.5-1% lifetime prevalence (~600 per 100k). Note: DSM-5 (2013) restructured this into Somatic Symptom Disorder and other categories. Metric switched to prevalence as appropriate for chronic psychiatric condition.,moderate,moderate,False,2000,"Kirmayer LJ et al. (2004). Somatization and psychologization: understanding cultural idioms of distress. In: Pincus HA, eds. Handbook of Psychiatric Measures. Arlington: American Psychiatric Publishing",,literature
C0037917,Spina Bifida Cystica,8.0,,incidence,640000,0.65,True,Spina Bifida,"Spina bifida cystica (open/closed neural tube defect) global incidence ~6-12 per 100k births, varies by region and folic acid supplementation.",moderate,high,False,,,,
C0037939,Spinal Neoplasms,5.8,,incidence,464000,0.65,False,Neoplasms,"Umbrella term covering benign and malignant spinal tumors. Malignant spinal tumors incidence ~5-6 per 100k from GLOBOCAN 2005 data, excluding benign tumors.",moderate,moderate,True,2005,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0038166,Staphylococcal Skin Infections,1200,,incidence,96000000,0.65,False,,"Staphylococcal skin infections include various manifestations (impetigo, folliculitis, abscesses). Estimated ~1200 per 100k person-years globally based on prevalence of staph-related skin conditions and infection rates from developed country surveillance data.",moderate,moderate,False,,CDC surveillance data and epidemiological estimates,https://www.cdc.gov/mrsa/,registry
C0038557,Submandibular Gland Diseases,150,,incidence,12000000,0.28,False,,"Umbrella term aggregating submandibular gland pathology: sialoliths (~80 per 100k), sialadenitis (~40 per 100k), Sjögren's syndrome affecting submandibular (~10 per 100k), benign tumors (~15 per 100k), malignant tumors (~5 per 100k). Aggregate estimate ~150 per 100k. Low confidence due to heterogeneity and overlap between categories.",weak,moderate,False,,,,
C0040435,Tooth Diseases,,,,,0.0,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Encompasses gingivitis, periodontitis, dental caries, tooth decay, and numerous other distinct dental conditions with vastly different epidemiologies.",none,unknown,False,,,,
